   -60,    16,  -256,   -16,     2,    -8;
    72,   -16,  -212,   -23,    13,    22;
    24,   -28,  -132,    -8,     7,     6;
    -8,   -20,   -96,   -20,    -4,    17;
   -44,    48,   -84,   -16,    -4,    12;
   -20,   -32,  -192,   -47,    25,    18;
   -16,   -76,   -68,   -19,     9,    28;
   -92,    92,  -144,    -1,     9,    23;
    24,   -28,  -180,   -25,    -1,    20;
   -44,   -88,  -100,   -16,     1,     0;
   -84,    36,   -80,   -16,    -7,    13;
   -84,    52,     4,    -5,    21,     6;
   -12,     0,  -136,   -32,   -11,    -3;
  -136,   -20,  -180,   -11,    -6,    11;
   -80,    68,  -100,     2,    21,   -15;
  -108,     0,   -64,    -5,    23,     9;
  -108,    36,   -48,    -1,     7,    -2;
   -64,   -40,  -112,   -31,    16,     3;
   -72,   -28,   -72,   -11,    26,    32;
   -60,   -84,   -16,   -23,     3,    14;
    16,    44,  -104,   -11,     8,     2;
   -24,    -4,   -84,    -7,     9,     8;
   -12,     8,   -92,   -14,     3,    12;
   -20,    28,  -120,   -13,     5,   -17;
   -84,    -8,  -220,   -14,    22,    15;
  -148,    16,   -84,   -30,    35,    21;
  -136,    36,   -24,   -13,    12,    -2;
  -136,    -4,  -316,    -4,    -1,    10;
   -80,   -68,  -268,   -28,    18,    -4;
    20,   -16,   -64,     1,    24,    11;
   -64,    12,   -80,    -3,   -13,    11;
   -40,   -56,   -32,    11,     2,     9;
  -112,    32,  -156,   -25,    15,     3;
   -76,    52,   -24,     3,    23,    10;
   -52,   -68,   -32,   -19,    22,    13;
   -48,   -20,     0,     0,    26,    -3;
   -44,    16,  -204,   -13,    27,     7;
  -112,    28,  -212,   -10,    16,     2;
  -172,   -44,   -88,    -4,     9,   -12;
  -148,   -12,  -232,   -50,     1,    17;
  -116,   -76,    -8,    -1,   -25,     8;
  -124,   -40,  -208,   -12,     5,   -18;
   -84,    24,  -128,     4,     6,    14;
    28,     4,     0,   -13,     0,    -5;
   -76,   -16,  -124,   -33,    28,    35;
   -48,  -128,  -204,   -21,     3,    30;
   -32,   128,  -188,   -13,    12,     8;
    52,    36,  -152,   -16,    11,     3;
  -144,    20,   -28,   -23,   -13,     2;
  -148,    44,  -136,   -29,    30,    24;
   -32,   -20,   -56,   -26,   -15,    26;
  -160,     0,  -224,    -6,    15,   -32;
  -116,   -12,  -184,   -28,    26,    -1;
   -60,   124,  -196,     0,    36,    11;
     0,    80,   -96,    -4,   -12,    25;
  -148,     8,  -148,   -22,    26,    14;
   -72,   -48,  -236,   -27,    11,    16;
   -32,     0,   -76,   -31,     8,    19;
  -180,   -72,  -140,   -21,    11,    45;
    24,  -100,  -172,   -36,     5,    33;
   -48,   -76,  -300,    -8,    15,    14;
  -184,   120,   -92,   -29,     2,     6;
  -124,    16,  -164,   -38,     1,     1;
   -20,   -64,  -132,   -11,     2,    11;
  -104,   -52,  -188,   -17,    18,     4;
   -56,     4,  -164,    -8,   -11,    14;
    24,   -24,    -8,   -26,    11,    18;
   -12,   -64,  -116,   -22,    40,    29;
   -92,   -36,  -100,    -4,   -27,     2;
   -36,    36,  -112,    -5,     4,    24;
   -88,    80,  -260,     1,    24,    20;
  -120,   -28,   -36,     3,    -6,    20;
   -20,    92,  -256,   -26,    19,     5;
   -72,   -72,  -164,   -15,   -19,    25;
   -84,    48,   -36,   -18,     6,     6;
    44,     8,  -224,   -20,    10,    45;
  -116,   -60,   -24,   -18,    14,    21;
   -24,    88,   -60,   -44,     8,     4;
  -160,   -56,   -48,   -14,     4,    -5;
   -80,   -72,  -212,     9,    19,    34;
    24,    40,   -84,    -3,    16,    16;
    40,    32,  -108,    -6,    33,    11;
   -84,  -108,  -120,    -4,    14,     3;
    12,    24,  -116,     5,     6,    10;
  -152,     0,  -168,     2,    29,    12;
     8,   -68,  -180,   -16,    -4,    17;
   -80,    64,   -48,   -11,    12,   -17;
     0,    12,  -140,   -14,    28,     8;
   -56,   -88,  -196,    -3,   -20,   -19;
    52,   -20,   -40,    -3,     7,    15;
  -108,    28,  -104,   -31,    18,     0;
  -120,     8,  -100,   -17,    13,     8;
   -56,    96,   -68,     1,    11,     8;
  -116,     0,   -96,     2,    17,    24;
  -108,    36,  -144,    -3,    -3,    14;
  -116,  -184,  -148,   -18,    -6,    20;
    64,   -56,  -188,   -14,    16,     3;
  -156,   -48,  -168,   -29,    10,    30;
   -96,    44,  -132,    -3,    19,    27;
  -128,    12,  -172,     4,    16,     5;
     0,   -52,  -160,     1,     9,    38;
   -68,   -16,  -164,   -16,    -2,    -7;
   -24,   120,  -160,   -21,     7,    18;
     0,   -48,  -156,   -18,    23,    10;
    28,   -48,   -96,     2,    21,    47;
   -92,   -76,   -72,     9,     6,    43;
   -28,     8,  -144,   -23,   -12,    18;
   -32,   -36,    44,     0,    35,    23;
   -68,    32,  -168,     9,    10,     2;
   -92,   -88,  -252,   -16,    15,    18;
  -132,   -48,  -100,    -9,    20,    20;
  -116,    56,  -264,   -21,    20,    17;
   -92,   -24,  -192,   -15,     7,     9;
   -68,     0,  -124,    -2,    12,     2;
   -44,   -16,  -140,    -6,    18,   -10;
   -40,   -32,   -64,   -25,     7,    -3;
   -76,   -24,  -180,   -15,    40,    14;
   -12,    32,  -228,    -8,     6,    39;
   -44,     8,  -204,   -12,    -5,    19;
   -36,    20,   -84,    -9,     6,     0;
   -72,   -16,   -52,    -4,     5,    17;
   -56,    40,  -224,   -15,    25,    14;
     0,    68,  -104,   -16,     5,    12;
  -108,     8,    44,   -17,     2,     1;
    68,    20,  -220,   -31,     8,    -2;
    -4,   -16,  -112,   -26,    25,    19;
    -8,   -68,  -112,   -24,    27,    19;
   -20,    20,   -72,    13,    12,     6;
     8,   -16,  -116,   -18,     8,    -2;
   -76,     4,  -296,   -19,    12,    12;
   -92,   -60,  -140,   -11,    -3,    38;
   -52,    12,   -28,   -22,    21,    32;
  -104,    -4,   -40,   -19,    14,    18;
   -64,   -44,   -92,    -6,   -10,    -6;
    16,   -84,  -216,   -21,     9,     8;
   -40,   -60,  -204,   -14,    39,    34;
  -124,     8,   -60,   -39,    22,    27;
  -124,   -28,  -116,   -16,    11,     1;
     8,   -84,  -168,    -5,    31,   -10;
    28,    44,  -204,   -34,    10,    18;
   -80,   -16,   -12,   -19,    -2,    33;
    56,   -24,  -116,   -24,     9,    33;
   -68,    20,  -128,   -13,     4,    22;
   -80,    40,  -168,   -20,     0,    25;
     0,   -56,  -116,   -14,    11,     7;
   -24,   -76,  -272,   -11,    19,     4;
  -112,    -4,  -148,    -6,   -13,     3;
   -88,   -56,  -172,    -1,     8,    -5;
  -108,   -44,   -28,   -39,    39,     4;
  -116,   -24,  -264,   -27,    -1,    29;
    20,   -40,  -188,    -2,    13,    21;
   -24,    56,   -64,    -6,    19,    26;
     0,   -20,  -188,   -24,    32,    21;
    28,    52,   -64,   -16,     2,     7;
   -76,    -8,  -260,    10,     9,     2;
   -20,   108,  -124,    -2,    18,     2;
    12,    -8,  -140,    -4,    12,    36;
    20,   -68,   -88,    -8,    -5,    31;
    -4,   -28,  -108,   -56,    -1,    29;
  -192,    24,  -176,   -42,    -5,    11;
  -128,    20,  -164,    -4,     6,    10;
   -40,   128,   -72,    -8,    17,     5;
   -32,   -28,   -32,     4,     3,    20;
  -144,   -32,   -44,   -27,   -11,    20;
    -8,    16,  -184,    -5,     7,    26;
     4,    36,   -84,   -24,    36,    37;
   -40,    44,  -160,   -19,    20,    17;
   -16,  -108,  -268,   -16,    18,    28;
  -144,   -72,  -160,   -10,    31,    10;
   -48,    -8,  -104,    14,    26,    44;
  -120,     4,  -240,   -13,   -15,     4;
  -116,   -32,  -156,     4,    14,    17;
   -60,    56,  -108,   -36,     3,    12;
   -32,   -32,  -136,    -9,    24,    50;
  -100,  -100,  -112,   -26,    12,    -8;
  -168,   -88,  -228,   -12,    25,     7;
  -152,  -136,   -60,   -22,     5,    -1;
   -84,   -64,  -108,   -25,    15,    32;
    80,   -76,  -108,    -2,   -22,    11;
   -84,   -76,  -100,    -1,    14,    20;
    -8,   -24,  -268,    -6,    12,    -1;
   -12,   -12,  -248,   -13,   -11,     9;
  -136,    52,   -88,     1,     5,    -7;
  -100,   -56,  -108,    -2,     9,    14;
     4,    68,  -164,   -10,   -13,     8;
   -44,   -32,   -60,     1,    18,     8;
   -92,    40,   -84,   -15,    -5,   -15;
    -8,     0,  -184,    -8,    22,     9;
  -100,   108,   -52,    -5,    -5,    -3;
  -100,   -12,  -232,   -33,    20,     7;
     0,    28,  -164,     7,    -1,    -1;
   -68,    96,   -72,   -11,     6,    19;
     0,   -12,  -164,    -7,    24,    22;
   -36,    20,   -52,   -18,    13,     9;
   -80,    28,    16,   -19,   -10,    17;
   -88,   -72,   -24,   -27,   -24,     5;
   -40,    -4,  -176,   -33,    13,    25;
  -140,    -8,  -128,   -15,    21,     7;
   -36,    32,  -168,   -17,     9,    14;
  -116,   -32,   -92,   -32,    -6,    20;
    -8,  -104,   -76,   -21,    27,    42;
   -52,   -56,  -124,    14,   -21,     6;
    68,   -28,  -116,   -19,    34,    22;
   -68,    44,  -136,   -24,    -3,     8;
   -96,   -28,  -104,     3,    33,    14;
   -48,    80,  -196,   -17,   -14,     4;
    -8,    28,  -140,   -12,    31,    22;
   -52,   -68,  -128,    -4,     2,     5;
   -72,   104,   -12,   -28,    25,    37;
  -128,    40,  -112,   -13,     8,    21;
   -56,   -16,  -136,     3,    17,     6;
  -156,   -56,    -8,   -20,    14,    30;
   -96,    48,  -128,    12,     6,    11;
  -128,     8,  -108,   -11,    22,     4;
  -148,   -40,  -124,     0,     4,    39;
  -140,   -28,  -184,   -24,    13,    12;
     4,   -80,  -200,     3,    10,    22;
   -56,   -72,  -132,     6,    15,    11;
  -116,   -64,    24,   -11,    12,    33;
   -28,   -40,   -80,     2,    -9,    34;
   -84,    76,     8,   -15,    26,     7;
   -16,   -48,   -92,   -42,    11,    32;
   -64,   -32,   -40,    -1,     5,    21;
    48,    64,  -164,   -18,     3,    19;
   -84,    28,  -136,     9,    29,     5;
   -76,     0,  -140,    14,    13,     4;
    44,   -48,   -68,   -22,     3,    33;
  -120,   -64,   -96,   -28,     6,   -16;
   -64,   -28,   -96,   -25,    15,    35;
  -116,   -80,  -320,   -40,     3,    23;
   -20,     0,  -144,   -10,    25,    63;
  -104,    24,   -56,    -7,    16,    25;
  -104,    12,  -220,   -14,    18,    33;
  -120,   -56,  -200,     1,    19,    48;
  -132,     8,   -68,    -4,    -2,     7;
   -92,  -108,  -192,    -4,    27,    12;
  -140,   -28,  -196,   -40,     0,    18;
   -84,   -32,  -200,   -22,     4,    16;
   -44,   -80,  -172,   -16,     8,    39;
  -112,    -4,  -196,   -17,    -7,     0;
  -160,    40,  -264,   -22,    -6,    23;
   -36,    40,  -176,   -32,    -4,    21;
    16,     4,     0,    -7,     5,     2;
  -112,    40,  -180,   -21,     3,    25;
  -116,   -80,  -100,    -7,    35,    27;
  -124,    12,  -116,    -9,   -25,    19;
   -96,   -20,  -100,    -2,    16,    -5;
   -92,   -76,  -224,     2,    -6,    21;
   -88,    40,  -184,   -17,    17,     2;
   -52,    20,  -180,   -36,    18,    22;
   -96,    36,  -100,    16,     3,    19;
     8,   -48,  -200,   -12,    17,   -16;
  -100,   -64,  -112,   -21,    39,    20;
   -96,   -40,  -120,    -9,     2,    17;
  -132,   -48,   -48,   -28,    34,    14;
   -56,   -56,   -80,   -16,    18,    22;
    72,    40,   -88,    -5,    30,    15;
   -96,    28,  -196,   -32,     5,    25;
   -40,   -44,  -120,   -26,     0,     8;
   -96,    24,     8,    -9,    14,    34;
    20,   -40,  -140,     4,     1,     1;
  -104,   -68,  -100,     0,     4,    38;
  -136,   -16,  -168,     5,    12,     7;
   -56,    44,     4,   -13,    -6,     7;
   -80,   -40,  -112,   -28,     3,    17;
   -24,   -28,  -140,    -2,    12,     9;
   -52,   -16,  -180,     1,    -8,    28;
   -68,   -36,  -128,    -4,    26,    -1;
    48,   -48,   -44,   -11,    36,     3;
    32,   100,  -208,   -21,    45,     5;
   -36,    20,  -188,     6,     3,    13;
    -4,   -16,  -168,    -8,    20,   -15;
   -52,    -4,  -208,   -25,     8,    13;
     0,   -44,  -132,    -6,   -16,    20;
   -76,   -32,   -72,   -13,     8,     2;
   -20,    32,  -220,   -26,    18,     1;
    40,    -4,  -180,    -2,     1,    -6;
   -12,    52,  -188,    -9,    35,    37;
    32,  -116,  -208,    -5,    27,    -1;
    -4,   -20,   -64,   -15,     8,    13;
   -88,   136,  -116,    -4,   -20,    -3;
  -148,    -4,  -128,   -22,     6,    -3;
  -104,   -48,  -160,    -5,   -17,    12;
   -72,   -32,   -84,   -29,    34,    28;
   -68,     4,   -64,   -25,    11,     7;
    -8,   -60,  -248,   -31,    30,    34;
     4,    28,   -64,     3,    -7,    18;
   -40,   -84,  -128,     2,    25,    -1;
  -100,  -104,   -68,     6,    11,     7;
   -40,    -4,  -120,   -29,    25,    31;
   -68,    52,  -204,   -25,    -1,   -16;
    24,    96,  -100,   -26,     5,    -4;
   -96,    64,  -136,   -17,    -2,     9;
    24,   -56,  -212,   -23,    15,     6;
  -152,    16,  -144,    -5,    -2,    26;
  -160,  -140,  -208,    14,   -23,    14;
   -80,   -16,  -140,     3,    30,     9;
   -96,   -32,  -132,   -17,    23,     1;
   -88,  -116,  -176,    -2,    21,    11;
   -84,  -104,   -92,   -32,    22,     9;
   -96,    24,   -68,   -29,    31,    42;
   -24,    24,  -196,   -35,    -7,    -2;
   -68,    28,  -112,   -14,    22,    14;
    -4,    44,  -136,   -11,    21,    31;
     4,    36,  -188,   -13,    15,     8;
   -76,    80,  -168,   -21,    -1,    -2;
   -80,  -100,  -140,    -8,    -9,    12;
  -132,    52,  -200,   -14,     3,    21;
  -128,   -64,  -192,     2,    12,    10;
   -56,    12,  -168,   -31,    26,    20;
  -144,   -20,  -148,   -27,    -1,    27;
  -164,  -100,  -156,   -21,    26,    20;
   -84,     8,   -84,   -10,     5,    22;
  -140,   -40,   -12,   -14,    22,    10;
   -36,   -12,  -132,    16,    28,    25;
   -60,   -76,  -136,   -19,     5,     6;
    -8,   -44,  -120,   -27,    -4,    18;
   -32,    28,  -176,    -1,    15,    35;
   -52,    52,  -108,   -13,     0,    18;
  -124,    20,  -216,     9,    22,    39;
   -28,    28,  -204,    -9,    28,     0;
   -68,   -32,  -172,     5,     2,    47;
    -4,    -4,   -48,   -16,    -9,    31;
   -96,    52,  -248,    -6,     6,    29;
   -24,   -68,  -188,   -17,    22,    36;
   -32,    52,  -128,   -20,     8,    -8;
   -64,     8,  -172,     3,     7,    15;
   -36,   -12,  -160,     3,     8,    20;
    -4,    68,  -192,   -31,    26,    -6;
   -12,   -16,   -88,     0,    -9,    21;
  -156,     0,  -156,     6,    34,    17;
  -164,   -48,  -124,   -24,    37,    27;
    20,    40,  -200,   -35,    27,    28;
   -64,   -64,  -340,   -33,     8,    24;
   -44,   -32,  -184,   -21,    19,    -7;
   -32,    60,   -52,   -23,    -7,    -4;
    92,   -12,  -192,    -6,   -11,   -12;
  -128,    68,   -48,   -18,    22,    31;
   -28,    16,  -164,   -11,    29,     2;
   -32,    16,  -136,   -21,    18,     9;
   -64,   -24,  -100,   -10,    28,   -17;
   -52,  -124,  -120,    -7,    17,    21;
  -128,   -32,  -144,   -11,     0,    19;
   -56,   -56,  -196,    -1,   -10,    28;
   -68,    -4,   -88,   -19,    36,   -18;
   -40,    84,  -160,   -25,    -1,     9;
   -56,    40,     0,    -2,    10,    -2;
   -68,    56,  -116,   -26,     9,     4;
    12,   -56,  -176,    -3,    10,     1;
   -68,    12,  -220,   -13,    24,    32;
  -124,    64,  -144,     0,     1,     0;
   -72,   -52,  -144,   -10,    12,    35;
  -148,   -68,   -96,   -35,    22,    20;
    -4,   -48,  -120,     0,    -2,    36;
   -92,   -84,   -48,   -26,   -12,    27;
   -64,    40,  -164,     1,     3,    -7;
  -116,    16,  -192,   -29,    -8,     6;
     0,   -60,  -120,   -14,    20,    37;
   -68,   108,  -148,    -5,    35,    29;
   -20,   -68,   -20,     5,     8,    22;
  -164,   -24,  -204,    -8,   -15,    -6;
   -32,   -48,  -112,    -6,    -9,     6;
   -36,    60,  -240,   -24,    21,     2;
   -92,     8,  -240,    15,     6,    -6;
    -4,   -56,   -68,   -10,    32,    17;
   -92,    56,  -164,   -19,    -3,    15;
  -116,   -28,  -124,   -11,    10,     3;
  -108,   -28,   -96,   -10,    14,    26;
  -104,     0,  -208,   -14,   -20,     2;
   -72,   -20,  -180,   -19,    31,    21;
   -60,   -24,  -112,   -28,    40,    22;
   -52,   -60,  -172,    -1,   -16,   -12;
   -92,    40,  -172,   -16,    31,    10;
    44,    36,  -104,   -11,     9,    17;
  -144,    -8,  -248,   -18,     9,     6;
  -148,     8,   -44,     8,    13,     0;
   -96,    -8,   -56,   -14,     2,     7;
    40,   -68,  -288,   -13,    14,     6;
    20,  -104,  -112,    -4,    -2,    27;
    28,   -88,   -80,   -19,     6,    40;
   -32,    52,   -68,    -7,   -10,     3;
  -124,    36,  -144,   -36,   -11,     1;
   -60,    24,   -28,   -33,    -6,     8;
  -112,    40,    44,   -19,    11,     4;
    44,    -8,  -184,    -1,     5,     5;
  -160,   -28,  -152,    -5,   -10,    20;
    68,   -48,  -104,    -8,    -1,    31;
   -84,   -12,  -164,   -14,    16,    -8;
   -32,   120,   -68,   -22,    12,    18;
   -76,    20,   -40,   -28,     9,    15;
  -128,   -76,  -184,   -12,    -7,    46;
    12,    24,  -120,   -20,   -12,   -13;
   -64,     0,  -132,    -5,    10,    10;
   -84,     8,  -152,   -28,     7,    17;
   -60,   -72,  -212,   -14,     9,    38;
   -84,   -64,  -180,   -26,    14,    15;
  -156,     0,   -80,    15,    31,     9;
   -32,    -4,  -144,   -19,    -3,   -10;
   -24,    52,  -216,   -18,    33,    21;
   -64,   -68,  -148,   -28,    22,   -32;
  -136,    20,  -216,    -1,    23,     7;
   -88,   -16,   -28,   -24,     0,    16;
  -168,  -112,   -64,   -23,    13,    24;
  -156,     4,  -132,    -7,    29,    22;
   -84,   -64,  -180,   -12,    10,    15;
   -92,    40,  -136,   -27,     9,    22;
     0,    24,  -208,     3,    13,    32;
   -24,    80,  -128,    -2,    24,    25;
   -44,    24,  -112,     0,     4,     2;
   -68,    60,  -156,    -2,    13,    22;
  -156,   -16,  -108,   -16,    11,    19;
   -48,    80,  -128,    -9,     6,    10;
   -44,   -20,  -200,   -13,    12,    16;
   -84,   -24,  -148,   -20,    35,    37;
  -192,   -72,  -172,   -15,     1,    25;
    16,   -72,     4,   -22,   -13,    25;
   -60,    -4,  -140,   -29,    10,    -4;
    56,    36,  -204,     0,    27,    15;
   -84,   -84,   -60,   -18,   -15,    12;
  -140,   -24,   -56,    -1,    21,    26;
  -212,   -44,  -124,   -18,    51,    12;
  -116,    24,   -64,   -24,    -3,    16;
  -104,    -8,   -96,   -28,   -18,   -10;
   -16,   -68,   -92,     2,    36,    10;
   -32,   -28,  -100,    -8,    18,    16;
   -44,  -108,  -224,     8,    18,     6;
  -140,    20,   -68,    -2,    24,     5;
  -200,   -76,   -12,    10,    15,     8;
   -88,    80,  -148,     4,   -23,   -12;
  -132,   -64,  -316,   -10,    -3,     3;
   -32,   -24,  -200,    31,    15,    12;
   -72,   -40,  -104,   -31,     4,    15;
   -48,   -16,  -144,    -5,   -17,     2;
    56,    28,  -224,   -17,    -9,    35;
  -220,   -16,     0,   -12,    12,    13;
     8,    72,   -84,   -39,    21,    -5;
   -60,    36,  -152,     0,    20,     3;
   -76,     8,  -172,   -13,     6,    17;
   -64,    56,     8,     0,    22,    25;
   -12,    16,  -116,    13,   -14,    14;
  -148,    52,   -56,     7,    14,   -14;
   -60,   -32,  -144,   -19,    19,    25;
    12,    20,  -180,   -22,    -3,     0;
  -128,    40,  -152,     3,    14,    10;
  -100,   -28,  -184,    -1,    37,    22;
  -128,     8,  -160,   -38,    20,    14;
  -196,   108,  -188,    -2,    -9,    12;
  -216,    92,  -160,    -2,    -1,     4;
  -172,   -28,  -196,   -18,    12,    11;
  -152,   -40,   -76,    10,     6,    -6;
   -80,    48,   -76,   -10,    24,    -4;
   -72,   -40,  -196,    -6,   -13,    14;
  -132,   -44,  -244,    -6,    12,    -7;
   -60,    32,  -248,     0,    -2,    18;
   -16,     8,  -160,    -3,    19,     6;
   -68,    24,  -108,   -16,     3,    27;
    24,     0,  -256,   -14,    22,    24;
   -92,   -80,  -176,   -15,    23,    -6;
  -144,   -48,  -104,   -19,    12,    25;
   -64,   -72,  -196,   -15,    36,    -1;
   -28,   -12,  -104,   -29,    -1,     1;
   -96,   -36,   -64,     3,    12,    12;
  -132,     4,  -328,   -29,    16,     9;
   -68,   -16,  -188,   -41,    12,    18;
  -128,    -4,  -172,   -28,    13,    26;
  -140,     0,   -88,   -26,    27,    -5;
   -64,    44,   -48,    -2,    -1,    31;
  -144,   -68,  -232,    -9,    16,    11;
  -192,   -68,  -232,   -18,    33,    17;
   -48,   -64,  -188,   -34,    13,    -8;
  -148,    76,  -196,     4,     4,    47;
    -8,    28,  -100,   -32,    18,   -10;
   -60,   -80,   -88,   -32,    21,    35;
  -128,    -8,  -116,   -10,     6,    17;
   -60,    12,   -84,    -6,    25,    11;
   -32,    -4,  -176,     6,     4,     1;
  -100,    -4,   -52,   -11,    13,    17;
   -40,     0,  -132,   -29,    27,     1;
  -116,    44,  -164,   -24,    25,    26;
   -96,   -64,  -132,     8,    -8,    10;
   -76,    16,  -260,    -1,    23,    17;
   -20,   -16,  -220,   -11,     0,    32;
   -92,    -8,  -112,   -17,    21,    25;
    -8,     0,  -140,     4,     6,   -24;
  -100,    36,  -172,    -4,     9,    20;
   -32,    76,  -144,     0,    29,    27;
   -20,    32,  -108,   -21,     1,    15;
  -168,   -76,  -256,    -8,     6,    22;
  -192,   -12,  -312,   -31,    10,    21;
   -68,    20,   -72,   -26,     4,    24;
  -108,   -16,  -156,   -11,    21,    24;
  -116,     8,  -176,     4,    -6,    12;
    16,   -44,  -212,   -29,    -6,    -3;
   -36,     0,  -200,     7,    11,    15;
  -124,    48,  -136,   -17,   -20,     3;
   -48,     8,   -36,     0,     3,    14;
  -108,   -28,   -96,   -21,    12,    29;
   -96,    44,  -260,     7,     8,    -2;
   -80,    40,  -196,   -21,     0,     7;
   -24,    12,  -236,   -13,     8,    13;
   -32,   -12,   -52,   -18,    21,    10;
   136,    24,  -140,   -12,    17,    23;
   -16,    72,  -184,   -24,     7,    31;
    -4,    24,    -8,    18,    22,    48;
  -204,   -16,  -188,   -13,    -8,    24;
  -120,  -100,   -32,   -10,    15,    13;
   -80,   -24,  -128,    13,    14,    34;
   -64,    12,  -104,   -19,    -8,   -11;
     0,  -100,   -60,     5,     7,    27;
  -120,    52,   -60,   -15,    28,    29;
    -4,   -40,  -156,    -2,    26,    17;
   -96,     8,  -220,    -7,    -7,    48;
   -56,    20,  -232,   -17,    12,   -13;
   -44,   -20,  -232,   -10,    17,     1;
   -72,    -4,   -28,    -2,    13,     5;
   -16,    76,  -156,    -8,    21,     8;
   -24,   -56,  -128,   -25,    25,    18;
   -56,   -36,  -184,   -15,     7,   -11;
   -28,    48,  -196,    -7,   -27,    -6;
    12,   -12,  -172,   -19,    15,    -7;
    -8,    24,   -60,    -2,    19,     1;
   -32,     0,   -96,   -11,   -16,    -6;
     4,    40,  -160,   -13,    18,    19;
   -24,    52,  -220,   -30,     0,    31;
   -96,   -72,    16,   -22,    13,    19;
   -28,    36,  -188,   -25,    -4,    16;
    -8,   -64,   -52,   -20,     4,    20;
   -64,   -16,  -188,   -27,    28,    10;
  -140,   -36,   -32,   -33,    14,    -3;
  -124,   -48,   -20,   -11,    -8,    31;
   -12,   -28,  -220,   -20,    42,     6;
   -72,    76,  -288,   -17,    30,    30;
   -16,   104,   -16,   -15,     2,    32;
   -56,   116,  -172,     4,    10,    -5;
  -112,   104,  -116,     2,     7,    30;
    60,    88,  -152,    -2,    18,    11;
   -76,    52,  -384,     0,    43,    21;
    -8,    20,  -124,   -18,    19,    25;
   -76,   -20,  -112,   -14,   -11,    15;
   -88,   -36,  -108,   -25,    -7,     7;
  -112,  -104,  -148,   -14,     8,     4;
    28,    84,  -112,    -4,    -1,     3;
   -76,    -8,  -128,    -4,     2,     7;
    16,    -4,  -172,     2,    12,     3;
  -100,   -28,  -184,   -16,     0,    13;
   -40,   -36,  -160,    -1,   -20,    20;
   -80,    44,   -92,   -24,    30,     8;
    -4,   -60,  -172,    -7,    25,    11;
   -36,     8,  -132,     7,    17,     7;
   -88,    -8,  -148,   -13,    19,    29;
  -272,    64,   -80,   -14,     1,    28;
  -152,   -28,   -96,   -14,    12,    11;
   -12,    20,  -108,     5,    19,    -7;
   -92,   -72,  -128,     0,    30,    21;
  -180,   -84,  -220,   -45,    31,    21;
   -72,     0,  -164,    15,     9,    13;
   -28,   -44,  -120,    -8,   -11,    23;
   -48,   -32,  -180,   -25,    42,    12;
   -24,   -12,   -84,   -23,    -2,    32;
   -28,   -72,   -76,    -6,    21,     2;
   108,   140,  -204,   -14,     6,     6;
  -132,   -44,   -64,   -38,    -2,    -8;
   -76,   -88,   -12,   -32,    13,    -3;
  -108,   -28,  -208,   -41,    11,    15;
   -72,   -60,  -168,    -5,    27,    15;
   -40,   -80,  -124,    -3,   -10,    -2;
  -148,   -60,  -220,    -9,    -4,   -14;
  -152,    60,  -220,   -30,    26,     1;
   -36,   -36,  -120,   -14,    -2,    28;
   -64,   -92,  -172,   -21,    11,    19;
   -20,    28,  -132,   -10,     0,    18;
    28,   -60,  -224,   -11,    12,    36;
     8,    40,   -96,   -22,     6,    13;
  -120,   -68,  -176,   -30,    27,     8;
   -76,    12,  -276,   -30,    20,    38;
   -88,    40,   -64,   -12,    37,     3;
   -76,    16,  -164,    -7,    47,    33;
   -68,    40,   -68,   -28,    46,    18;
   -32,   -24,  -136,    -4,     4,    33;
  -104,    36,  -308,   -20,     5,    42;
   -20,    -8,   -64,    -7,     9,     9;
     0,    12,  -136,    -2,     5,    25;
   -68,   -16,   -88,    30,     1,    -5;
    88,   -36,  -204,    -5,     7,   -10;
  -100,    -4,  -232,   -24,    -5,     5;
